,artist,track,uri,nick_history,jojo_history,rich_history
1356,Lil Nas X,LIFE AFTER SALEM,spotify:track:6D3t4w54PgLNGQ48R7th7R,True,,
1357,NF,Let You Down,spotify:track:6mrKP2jyIQmM0rw6fQryjr,True,,
1358,SEGA SOUND TEAM,Reach For The Stars Opening Theme Vocals by Jean Paul Makhlouf of Cash Cash,spotify:track:3EfC3wQwnWo678N7H0C4k2,True,,
1359,Seven Lions,Another Me (with Dylan Matthew) - Acoustic,spotify:track:0wUGvXa0TRS0KGBbZrRSyT,True,,
1360,Russ,"Psycho, Pt. 2",spotify:track:26OhjtaTamFocE08t83ml6,True,,True
1361,Eric Chou,怎麼了,spotify:track:2IAumRplFr0Ns09kKgt2je,True,,
1362,Drake,4422,spotify:track:2fkeWbM6iqTw7oGHTYm2lw,True,,
1363,LISA,MONEY,spotify:track:7hU3IHwjX150XLoTVmjD0q,True,,True
1364,Kodak Black,No Flockin',spotify:track:34oWbFBfGEElvgO0a5c9V4,True,,
1365,Calvin Harris,Slide (feat. Frank Ocean & Migos),spotify:track:6gpcs5eMhJwax4mIfKDYQk,True,True,True
1366,Juice WRLD,Bandit (with YoungBoy Never Broke Again),spotify:track:6Gg1gjgKi2AK4e0qzsR7sd,True,,
1367,6ix9ine,TROLLZ (with Nicki Minaj),spotify:track:3dVvWnj4D8JGkKvo6Hucso,True,,
1368,Justin Bieber,Anyone,spotify:track:31qCy5ZaophVA81wtlwLc4,True,,
1369,blackbear,hot girl bummer,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,True,,True
1370,ARMNHMR,Silver Lining (feat. KARRA),spotify:track:0j2wk6O1tASLinYDfs97oo,True,,
1371,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),spotify:track:37BZB0z9T8Xu7U3e65qxFy,True,,True
1372,Kodak Black,ZEZE (feat. Travis Scott & Offset),spotify:track:7l3E7lcozEodtVsSTCkcaA,,,
1373,Drake,Toosie Slide,spotify:track:127QTOFJsJQp5LbJbu3A1y,True,,
1374,keshi,beside you,spotify:track:1Fhb9iJPufNMZSwupsXiRe,True,,True
1375,ONE OK ROCK,Kanzen kankaku Dreamer,spotify:track:1XT0cpl9g0GuRQJao2nqXd,True,,
1376,Martin Garrix,Scared to Be Lonely,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,True,,
1377,Travis Scott,HIGHEST IN THE ROOM,spotify:track:3eekarcy7kvN4yt5ZFzltW,True,,True
1378,Metro Boomin,Lesbian (feat. Gunna & Young Thug),spotify:track:3tkFCUaISwablf9MJydsuB,True,,
1379,Portugal. The Man,Feel It Still,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,True,,
1380,Sam Kim,TOUCH MY BODY,spotify:track:0mPY8Zqi5Kvjm4RDzmF4yg,True,,
1381,Derek & The Dominos,Layla,spotify:track:2kkvB3RNRzwjFdGhaUA0tz,True,,
1382,MEDUZA,Piece Of Your Heart,spotify:track:1DFD5Fotzgn6yYXkYsKiGs,True,,True
1383,ILLENIUM,Fractures (feat. Nevve),spotify:track:6H0zRPEV1ezBHOidNXSt1D,True,,True
1384,A$AP Rocky,Sundress,spotify:track:2aPTvyE09vUCRwVvj0I8WK,True,,
1385,A Boogie Wit da Hoodie,Skeezers,spotify:track:2A4vCndSkZ3jd5nfh3a8gc,True,,
1386,Offset,Wild Wild West (feat. Gunna),spotify:track:0SQ8yalm13UIJuebuZkQlH,True,,
1387,RL Grime,Take It Away,spotify:track:5ZahQIsfOhgRoLS2UpUN7J,True,,True
1388,Internet Money,JETSKI (feat. Lil Mosey & Lil Tecca),spotify:track:2vl0D1b0M6UHlD1Fjh5j1m,True,,
1389,Lil Uzi Vert,Secure The Bag,spotify:track:7gHZGXSJzM29WA384suYY2,True,,
1390,Denzel Curry,Dynasties and Dystopia (from the series Arcane League of Legends),spotify:track:2k2RPHMeyercU9PauiKNbU,True,,
1391,The Lighthouse And The Whaler,We Are Infinite,spotify:track:0PsCdWEczdow0ZYgmRd1Mq,True,,
1392,Netsky,I Don’t Even Know You Anymore (feat. Bazzi & Lil Wayne),spotify:track:5pzeevBDvU6GVXqUKoiYDX,True,,
1393,Kendrick Lamar,YAH.,spotify:track:22uyC54d6XAPRTlc6IchaP,True,,
1394,A$AP Rocky,Babushka Boi,spotify:track:643PW82aBMUa1FiWi5VQY7,True,,True
1395,Sleepy Hallow,2055,spotify:track:4XvcHTUfIlWfyJTRG0aqlo,True,,
1396,Calvin Harris,Rollin (feat. Future & Khalid),spotify:track:0lMbuWUpfTWhEmOKxppEau,True,,True
1397,Lil Peep,Broken Smile (My All),spotify:track:1BCBBO8VUEFOb6RBct4XDp,True,,
1398,The Chainsmokers,The One,spotify:track:0wfbD5rAksdXUzRvMfM3x5,True,,
1399,Aminé,REDMERCEDES - Remix,spotify:track:24QH8IlI5nQslKXSvKhoR1,True,,
1400,DJ Snake,U Are My High,spotify:track:3S7A85bAWOd6ltk6r2ANOI,True,,
1401,Cash Cash,Matches,spotify:track:7nwGvxqSrgAuty1tlPGCFz,True,,
1402,Roy Woods,Instinct (feat. MadeinTYO),spotify:track:49VzL5oBsUICN7U34T98b9,True,,
1403,Lil Wayne,Mahogany,spotify:track:5f9JYuHSIHjp6rggue13RS,True,,True
1404,Dreamville,Sunset (with J. Cole feat. Young Nudy),spotify:track:3pZO6GoVPeSYDxxsH6vCdj,True,,
1405,Drake,Live From The Gutter,spotify:track:2uTG00P1DkhB97pdITkl2O,True,,
1406,RIZ LA VIE,Napkins,spotify:track:37b1KAbfOZeBzeMB0LGO3g,True,,
1407,James Blake,Into The Red,spotify:track:69sxo1DMPHgsJs1KA5OMRh,True,,
1408,MANILA GREY,Timezones,spotify:track:4oQa2jrXd3dqbMGNC7oyqf,True,,True
1409,BLACKPINK,Shut Down,spotify:track:0ARKW62l9uWIDYMZTUmJHF,True,,
1410,Flume,Rushing Back,spotify:track:2zoNNEAyPK2OGDfajardlY,True,,True
1411,offonoff,"Cigarette (Feat. Tablo, MISO)",spotify:track:14p5EKgbPx4U3P1j5JNHeh,True,,True
1412,Trippie Redd,Rich MF (feat. Polo G & Lil Durk),spotify:track:5KQxun2WxwDMsV7HCN2ONK,True,,
1413,Dua Lipa,IDGAF,spotify:track:76cy1WJvNGJTj78UqeA5zr,True,,
1414,YoungBoy Never Broke Again,My Window (feat. Lil Wayne),spotify:track:7IECs9d4Rrlpa7tiHOCE1w,True,,
1415,Nas,everything,spotify:track:3XaNHbNa9Chz9plhRpcaof,,,
1416,Elephante,Otherside,spotify:track:5z9fU5QP5z8jJXcP6OmU0w,True,,
1417,Lil Wayne,Can't Be Broken,spotify:track:5cGpjfgAvidLy6znwkCxkP,True,,
1418,Louyah,I Used to Care,spotify:track:2z9tQz4ygexOYb2SnCPCnP,True,,
1419,Trippie Redd,Taking A Walk,spotify:track:4mHgYpuGHu99Mw69E83CP2,,,True
1420,Lil Uzi Vert,Myron,spotify:track:56uXDJRCuoS7abX3SkzHKQ,,,
1421,NAV,Young Wheezy (with Gunna),spotify:track:0bMyxvtbPa7HFemLjzw0xX,,,
1422,Billie Eilish,lovely (with Khalid),spotify:track:0u2P5u6lvoDfwTYjAADbn4,True,,
1423,Post Malone,I Fall Apart,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,True,,
1424,Roddy Ricch,Tip Toe (feat. A Boogie Wit da Hoodie),spotify:track:5j1yOqWONR9T6l43AzJ6Es,True,,
1425,inverness,Lost My Mind,spotify:track:1TRkBANxImuCUOIgd2ilh6,True,,
1426,Pop Smoke,Coupe,spotify:track:4wNKxMbE3n1gRm4F6OaCP1,True,,
1427,Luis Fonsi,Despacito - Remix,spotify:track:6rPO02ozF3bM7NnOV4h6s2,True,,
1428,Litany,Bedroom,spotify:track:3LH6EfPCeySeuymuK2gWAO,True,,
1429,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),spotify:track:7Feaw9WAEREY0DUOSXJLOM,True,,
1430,Post Malone,One Right Now (with The Weeknd),spotify:track:00Blm7zeNqgYLPtW6zg8cj,True,,True
1431,Zeds Dead,Where The Wild Things Are,spotify:track:4EwSqnjnXCG7NqY08RRSKq,True,,True
1432,Aminé,Turf,spotify:track:6ODTw5ivAheWBql4tCiNkl,True,,
1433,Rex Orange County,Happiness,spotify:track:2rXVtoLBHuXcNB5DVfIc9p,True,,
1434,KIDS SEE GHOSTS,Reborn,spotify:track:4RVbK6cV0VqWdpCDcx3hiT,True,True,True
1435,Chaos Chaos,Do You Feel It?,spotify:track:3lOok0REf4j3790abX26PR,True,,
1436,Party Favor,Be Ok,spotify:track:5IiCTrv2CVarZaaCAz74yO,,,True
1437,Playboi Carti,wokeuplikethis*,spotify:track:59J5nzL1KniFHnU120dQzt,,,True
1438,DROELOE,JUMP,spotify:track:2XqZv6fbEeHMlveOfps8I7,,,True
1439,Post Malone,No Option,spotify:track:6M0IsaUX4GNyto4niSegfI,,,True
1440,keshi,magnolia,spotify:track:6PAvEeeSw7zuaQTUnoZPlg,,True,True
1441,Justin Bieber,Unstable (feat. The Kid LAROI),spotify:track:137mSruegm1u6x9NvwiagR,,,True
1442,Rihanna,Pour It Up,spotify:track:76VtA90NKurNqaQpV126Ue,,,True
1443,J. Cole,Sparks Will Fly (feat. Jhené),spotify:track:4fFZW98VLhdZSlyC07wt6v,,,
1444,Kayzo,Suffocate,spotify:track:6wUK8WB3cbNUAAGjNmKy3M,,,True
1445,Blue.D,NOBODY,spotify:track:3U5ti2dwp5FA70lZPrhv9l,,,
1446,ILLENIUM,Crawl Outta Love,spotify:track:0q7oMII7kWTj1ZSX6GT6LU,True,,True
1447,blackbear,hot girl bummer,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,True,,True
1448,SVDDEN DEATH,Behemoth VIP,spotify:track:0tkwUKjhuBA5UuA95JY2bU,,,
1449,Laica,Nobody Else but You,spotify:track:1O4HQF2NVTbxnthGUooSiT,,,
1450,Lolo Zouaï,Brooklyn Love,spotify:track:1F0tYkzGNjogSmx49DiaBa,,,True
1451,Tate McRae,working,spotify:track:31sSFHIe4NaxltVFOEIcTa,True,,True
1452,ZHU,Love That Hurts,spotify:track:5kBUIe8UcUUGLzP4hoc8XJ,,,
1453,Calvin Harris,One Kiss (with Dua Lipa) - Oliver Heldens Remix,spotify:track:7b4vbqgzMhbFa0wdjfftQJ,,,True
1454,Lil Durk,Young Niggas (feat. Meek Mill),spotify:track:1fDd6JnVFWI88B1xUCsPO7,,,True
1455,Way Ched,Why do u say,spotify:track:3cIOp7ByTl0LDj1CINnqcA,,,True
1456,Desiigner,Make It Out,spotify:track:0C314h1P270WxwkCYETQM7,,,True
1457,TIA,Ai Đưa Em Về,spotify:track:39TAKt2hL8sdhVTFCNfm2Y,,,
1458,SURAN,Heartbeat,spotify:track:3WZ3wHtGWzevZkeUVXCIZe,,,True
1459,3LAU,Touch - Zeds Dead Remix,spotify:track:5xFyDoUkX82ZZoYrBgy3Bi,,,True
1460,Rosa Walton,I Really Want to Stay at Your House,spotify:track:7mykoq6R3BArsSpNDjFQTm,True,,
1461,David Guetta,2U,spotify:track:762UXiwEHYY97VL45sAUPR,True,,True
1462,Excision,Your Fault,spotify:track:2HRNRdM9n5CvcMYkvqPpI8,True,,True
1463,CL,Wish You Were Here,spotify:track:47jhKD8sm2I3Aoktj4G5J8,,,
1464,Cashmere Cat,WITHOUT YOU,spotify:track:7aLUbVBpLgsj4QW4fchL47,,,True
1465,frad,blossoms,spotify:track:3bFcRPKFv3DjcEfQpgQLXs,,,True
1466,Frank Ocean,Self Control,spotify:track:5GUYJTQap5F3RDQiCOJhrS,True,,True
1467,CHUNG HA,Crazy Like You (feat. BIBI),spotify:track:0oUK4m2wNIBPfejlcB1N9k,,,
1468,Excision,Night Shine,spotify:track:5ATaVcsn20iM668ESHym0U,,,True
1469,Maroon 5,Sunday Morning,spotify:track:1YI0uK36eupTmw9F8kHysr,True,,True
1470,ZHU,ONLY,spotify:track:6hIFc8n6iI9r6NBpVA0Fyl,,,
1471,G-Eazy,No Limit,spotify:track:2Xqd0wUttjueBfdcltADOv,,,True
1472,Seori,Dive with you (feat. eaJ),spotify:track:5RqwjQWDwxQ3HTkOfXTrS6,,,True
1473,6ix9ine,BEBE,spotify:track:7vcWtt5oLYbdAtvV7r2hJ1,,,
1474,GREY D,vaicaunoicokhiennguoithaydoi,spotify:track:25h0TqC9H3BcMA7KjK5nHK,,,
1475,Flux Pavilion,I Believe,spotify:track:6zke4l646FheM5JlIdu4T8,,,True
1476,Why Don't We,Invitation,spotify:track:7EtzDNjVmifX4q4k9hQKTV,,,True
1477,Medasin,Home,spotify:track:42NB7w0tDCag0mQpCtZe7Y,,,True
1478,Cashmere Cat,Europa Pools (feat. Kacy Hill),spotify:track:1wrV0UIacSdIvbuLRRdH5q,,,True
1479,Macklemore,Glorious (feat. Skylar Grey),spotify:track:3HVr6jTVwBHBa2flM0eURR,,,True
1480,MØ,Final Song,spotify:track:4qqArAiTPueDxIp7cf87h7,,,True
1481,Drake,From Time,spotify:track:10VBBaul4zVD0reteuIHM2,,,True
1482,Alina Baraz,Off the Grid (feat. Khalid),spotify:track:3U62bHMhP7bKAFYMkn3fNx,,,True
1483,Zeds Dead,In My Head,spotify:track:0JKg9Fk6tvcwiYTmRrEnTQ,True,,
1484,Lauv,The Other,spotify:track:3ZD3kjn80pQ9keYO8eqp9d,,,True
1485,Lucky Luke,F.E.E.L.,spotify:track:4pH3ZfOYekw7xcROweHa66,,,True
1486,SLUMBERJACK,Poison,spotify:track:2JQrwRFtOsXNQwIkN2ulgY,,,True
1487,Major Lazer,Run Up,spotify:track:0SujigeT7cxuxBfhN3eOcp,True,,True
1488,Curbi,Vertigo,spotify:track:0Cv7pfVZT1KjaqpylUsYQH,,,True
1489,Jeremih,Planes,spotify:track:75rDNLl8v6qVYHXGzfHv4c,,,
1490,Ekali,Forever (feat. Elohim) - Laxcity Remix,spotify:track:1RVXcPFfuY6ivkAN4NNixa,,,True
1491,Hwa Sa,I`m a B,spotify:track:1AToLLvWghQgiBFef1iGuR,,,True
1492,Khalid,Better,spotify:track:2OpBganfGk2GVdSlRdxzaX,,,True
1493,Jauz,Magic,spotify:track:0FjkcycxVB1Jd7mcdEDDWp,,,True
1494,Mickey Valen,Move That Body,spotify:track:0a0TiZm7hjmgyY9i1sWm3Z,,,True
1495,Dounia,Casablanca,spotify:track:6glGUkhkNjV98OMUAwws5J,,True,True
1496,HEIZE,Don't Know You,spotify:track:1Zv6zo71iDXH07Lin7hxMg,,,True
1497,Julia Michaels,Issues,spotify:track:6AeQlMyRzvSl1nkFztZyKl,,,True
1498,ZHU x Skrillex x THEY.,Working For It,spotify:track:4rmltx2fnEIgUZLXzH9Bs4,,,
1499,William Singe,"Flex (Ooh, Ooh, Ooh)",spotify:track:54VCVOE0jDaQlbqkrImXN6,,,True
1500,Marshmello,Be Kind (with Halsey),spotify:track:3Z8FwOEN59mRMxDCtb8N0A,,,True
1501,Lil Waterboi,Du Ma May,spotify:track:6a6u1fxY9nq5bT5p53NSQE,,,
1502,French Montana,A Lie,spotify:track:1vVNlXi8gf8tZ7OhnEs4VE,,,True
1503,Shawn Mendes,Lost In Japan - Remix,spotify:track:575NJxNUVDqwJGdzBrlLbv,,,
1504,Chris Brown,Party (feat. Usher & Gucci Mane),spotify:track:05Z7jet4VDNVgNQWcYHnrk,,,True
1505,Imagine Dragons,Bad Liar,spotify:track:2RSHsoi04658QL5xgQVov3,,,True
1506,Blue Foundation,Eyes on Fire - Zeds Dead Remix,spotify:track:3Oiauiojgokw9vWQvFmEoI,True,,True
1507,Hoodie Allen,Against Me (feat. MAX),spotify:track:3BU9ARAnwfK4Vcy79jCeHs,,,True
1508,Champagne Drip,Kaleidoscope (Feat. Crystalline),spotify:track:10dLRZ7GCIXEuUuONkNcxI,,,True
1509,DROELOE,Lines of the Broken,spotify:track:4AqH4V7PEC5BTK29FVmXQd,,,True
1510,Drake,Do Not Disturb,spotify:track:1JxV2A7IFlmosxlCckJ8Yc,True,,True
1511,Kanye West,Violent Crimes,spotify:track:3s7MCdXyWmwjdcWh7GWXas,True,True,True
1512,Lil Wayne,A Milli,spotify:track:6ScJMrlpiLfZUGtWp4QIVt,,,True
1513,ロクデナシ,ただ声一つ,spotify:track:2e1gUS6Wv8GS8ZT6FMeE1J,,,
1514,Kaiydo,Arcade,spotify:track:7otzPTzCipngNDhoRMOjot,,,True
1515,Baby Keem,family ties (with Kendrick Lamar),spotify:track:7Bpx2vsWfQFBACRz4h3IqH,True,True,True
1516,BTS,Dream Glow (BTS World Original Soundtrack) - Pt. 1,spotify:track:4c1WgUnHXq2LEncGHKgj1I,,,True
1517,Ty Dolla $ign,Love U Better (feat. Lil Wayne & The-Dream),spotify:track:0rlFL6bxIWcCn9gk9GExFA,,,True
1518,EDX,All I Know,spotify:track:6tr6I3YJnHUqKHfJXnm4jk,,,True
1519,Jauz,Ghost,spotify:track:6g3Dmn4xl5043d6HXX50ZW,True,,True
1520,SNBRN,Move All Night,spotify:track:6RKFXPdoCBRcLljsxKZUNw,,,True
1521,Drake,The Real Her,spotify:track:29rK5iNto6z2Qd78YgWb8B,,,True
1522,Dumbfoundead,WASHED (PROD. BY SHAWN WASABI),spotify:track:5IjgA0yIKV6wz6xBU4d091,,,True
1523,Mocki,Weekend - Jai Wolf Remix,spotify:track:56uve6ghEMpAuEF5QTlTs2,,,True
1524,TVXQ!,이것만은 알고 가 (Before U Go),spotify:track:0YbrRbfF9kgmCdO1O0qtkT,,,
1525,Seori,Fairy Tale,spotify:track:02bKxwW9XY9LElj0TqDK6S,,,
1526,Said The Sky,All I Got,spotify:track:1iaTDu4PCIWQQOwwwqq5qW,True,,True
1527,Cherry Coke,we’re dying (feat. Paloalto),spotify:track:6T3hrpDALKIgwa8N2v87Ox,,,
1528,Sam Smith,Too Good At Goodbyes,spotify:track:7oAraczbemGSNWqnbkU87R,True,,True
1529,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),spotify:track:3LnOF5n1GOs01siYZXzS3p,True,,True
1530,Russ,Ain't Nobody Takin My Baby,spotify:track:6VnqGxiMNexOe0kRmIsBw4,,,True
1531,Post Malone,Go Flex,spotify:track:2hCKzqwjRjhycKeZJvbloJ,,,True
1532,Hyolyn,달리,spotify:track:21jActlsyXzkKDkN3LK6G7,,,
1533,Mrs. GREEN APPLE,インフェルノ,spotify:track:2vOAHp8PBBFYqvQUWSoITY,,,True
1534,88rising,Breathe,spotify:track:1WI8MH3HPGjzpU0ywLahwt,,,True
1535,Whethan,So Good (feat. bülow),spotify:track:27lqXB7rGJIUjMgL8j8BxV,,,True
1536,Miguel,Sure Thing,spotify:track:0JXXNGljqupsJaZsgSbMZV,,,True
1537,SZA,Love Galore,spotify:track:1E2ePlJmijVSX0o1G9TFgR,,,
1538,Swae Lee,In The Dark (with Jhené Aiko),spotify:track:0zaoWwS8RpE3LSDdmkg8TC,,,True
1539,Fujii Kaze,Shinunoga E-Wa,spotify:track:0o9zmvc5f3EFApU52PPIyW,,,
1540,Cardi B,Bartier Cardi (feat. 21 Savage),spotify:track:75FDPwaULRdYDn4StFN2rT,,,True
1541,Zeds Dead,Lights Out,spotify:track:5FFoKbF8FK0AIC0i5GjSyM,,,True
